report_number,csv_row_index,narrative_text,has_alt_fraud_heading
64,62,"Incident Overview & Initial Details On a Wednesday in the fifth week of June 1994, a rural incident occurred involving a Mazda sports vehicle (Policy Number 4558). The driver was a 33-year-old single male policyholder with a driver rating of 1, covered under a ""Collision"" policy for a vehicle priced at over $69,000 (estimated midpoint of $80,000). Fault was attributed to a Third Party. An official police report was filed at the scene, though no witnesses were present. The claim was submitted the following month, on a Monday in the first week of July, handled by Representative 4 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 5-year-old high-value vehicle requiring more than 5 repair supplements and tied to a household with 2 vehicles. The policyholder has a record of 1 past claim and an address change 4 to 8 years prior. Key risk factors show an established policy tenure (>30 days), a filing delay flag of 1, an evidence score of 1, and a suspicion score of 0. The calculated severity proxy is $56,000 under a high severity bucket. With no fraudulent intent detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
65,63,"Incident Overview & Initial Details On a Monday in the second week of November 1994, an urban incident involved a Honda sports vehicle (Policy Number 1432). The driver was a 16-year-old single male policyholder with a driver rating of 2, carrying a ""Collision"" policy on a vehicle valued at over $69,000 (estimated midpoint of $80,000). Fault was attributed to a Third Party. Neither a police report was filed nor were any witnesses present at the scene. The claim was filed shortly after, on a Wednesday in the second week of November, managed by Representative 15 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 2-year-old vehicle requiring no repair supplements. Despite multiple elevated risk indicators—including a young driver flag (1), a high-value vehicle flag (1), a filing delay flag (1), and a lack of official documentation (no evidence flag: 1)—the overall suspicion score remains low at 0. With a past history of 1 claim, an established policy tenure (>30 days), and a calculated severity proxy of $56,000 under a high severity bucket, the probability of fraud is evaluated at zero (FraudFound_P: 0), classifying this claim record as legitimate (""correct"").",False
66,64,"Incident Overview & Initial Details On a Monday in the second week of December 1994, an urban incident occurred involving a Mazda sedan (Policy Number 1128). The driver was a 37-year-old married male policyholder with a driver rating of 1, holding an ""All Perils"" policy for a vehicle priced between $20,000 and $29,000 (estimated midpoint of $24,500). Fault was attributed to a Third Party. An official police report was filed at the scene, though no witnesses were present. The claim was reported the next day, on a Tuesday in the second week of December, managed by Representative 6 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 7-year-old vehicle with no additional repair supplements required. The policyholder has a record of 1 past claim, an established policy tenure (>30 days), and no recent address changes. Fraud risk metrics show a suspicion score of 0, a filing delay flag of 1, an evidence score of 1, and no young driver flags. The calculated severity proxy is $24,500 under a medium severity bucket. With no fraudulent activity indicated (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
67,65,"Incident Overview & Initial Details On a Wednesday in the fourth week of March 1994, a rural accident involved a Pontiac sedan (Policy Number 1987). The driver was a 76-year-old married male policyholder with a driver rating of 4, covered under an ""All Perils"" policy for a vehicle valued between $20,000 and $29,000 (estimated midpoint of $24,500). The policyholder was found at fault in the incident. While a witness was present at the scene, no official police report was filed. The claim was reported the following week, on a Monday in the fourth week of March, processed by Representative 3 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for an older vehicle (>7 years) requiring 1 to 2 repair supplements. Key fraud risk indicators show an established policy tenure (>30 days), no prior claims (""none""), no recent address changes, and a suspicion score of 0. The filing delay flag is active (1), and the evidence score is 1. The calculated severity proxy is $24,500 under a medium severity bucket. With a zero probability of fraud detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
68,66,"Incident Overview & Initial Details On a Wednesday in the second week of May 1995, a rural incident occurred involving a Honda sports vehicle (Policy Number 7614). The driver was a 16-to-17-year-old single male policyholder with a driver rating of 1, covered under a basic ""Liability"" policy on a high-value vehicle priced at over $69,000 (estimated midpoint of $80,000). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was reported the following week, on a Friday in the third week of May, managed by Representative 14 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a brand-new vehicle requiring no repair supplements. Multiple risk factors are present, including a young driver flag (1), a high-value vehicle flag (1), a history of 2 to 4 past claims, and a filing delay flag of 1. However, the policy tenure is well-established (>30 days), there are no recent address changes, the evidence score is 1, and the suspicion score remains 0. With a calculated severity proxy of $32,000 under a high severity bucket and a zero probability of fraud detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
69,67,"Incident Overview & Initial Details On a Saturday in the first week of August 1994, a rural accident involved a Pontiac sedan (Policy Number 2553). The driver was a 34-year-old single female policyholder with a driver rating of 3, holding an ""All Perils"" policy on a vehicle valued at over $69,000 (estimated midpoint of $80,000). Fault was attributed to a Third Party. Both a police report was filed and a witness was present at the scene. The claim was reported shortly after on a Monday in the second week of August, handled by Representative 16 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible and covers a 6-year-old vehicle with no repair supplements required. Despite a history of 1 past claim and a filing delay flag of 1, key fraud risk indicators reveal a low overall risk (FraudFound_P: 0). The policyholder maintains an established policy tenure (>30 days), no recent address changes, a suspicion score of 0, and no young driver flags. The calculated severity proxy is $80,000 under a high severity bucket. Ultimately, with an evidence score of 2 and a lack of suspicious flags, the claim record is classified as legitimate (""correct"").",False
70,68,"Incident Overview & Initial Details On a Tuesday in the first week of November 1996, a rural incident occurred involving a Mazda sports vehicle (Policy Number 14283). The driver was a 31-year-old single male policyholder with a driver rating of 2, covered under a basic ""Liability"" policy for a vehicle priced between $30,000 and $39,000 (estimated midpoint of $34,500). Fault was attributed to a Third Party. An official police report was filed at the scene, though no witnesses were present. The claim was reported later that week, on a Friday in the first week of November, managed by Representative 12 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 7-year-old vehicle requiring 3 to 5 repair supplements. While the policyholder has a record of 2 to 4 past claims and a filing delay flag of 1, the overall fraud risk is evaluated as low (FraudFound_P: 0). Key risk metrics indicate an established policy tenure (>30 days), no recent address changes, an evidence score of 1, and a suspicion score of 0. The calculated severity proxy is $13,800 under a low severity bucket. Consequently, the claim record is classified as legitimate (""correct"").",False
71,69,"Incident Overview & Initial Details On a Friday in the second week of November 1994, an urban accident involved an Accura sedan (Policy Number 58). The driver was a 37-year-old single male policyholder with a driver rating of 3, carrying a ""Collision"" policy on a high-value vehicle priced at over $69,000 (estimated midpoint of $80,000). The policyholder was found at fault in the incident. Neither a police report was filed nor were any witnesses present at the scene. The claim was reported the following week, on a Monday in the second week of November, managed by Representative 11 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 7-year-old vehicle requiring no repair supplements. Despite a history of 2 to 4 past claims and a filing delay flag of 1, key risk indicators reveal an established policy tenure (>30 days), no recent address changes, a high-value vehicle flag (1), and a suspicion score of 0. However, due to a complete absence of official documentation (no evidence flag: 1) and a high severity proxy of $56,000 under a high severity bucket, the curation category marks this record for further investigation (""escalate"").",False
72,70,"Incident Overview & Initial Details On a Thursday in the first week of July 1994, a rural incident occurred involving a Pontiac sports vehicle (Policy Number 2741). The driver was a 22-year-old single female policyholder with a driver rating of 4, covered under a basic ""Liability"" policy on a vehicle valued between $20,000 and $29,000 (estimated midpoint of $24,500). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was reported several months later, on a Monday in the third week of October, handled by Representative 15 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 5-year-old vehicle with no additional repair supplements required. The policyholder has a history of 2 to 4 past claims. Key risk indicators demonstrate an established policy tenure (>30 days), no recent address changes, an evidence score of 1, a suspicion score of 0, and no young driver flags. Despite a filing delay flag of 1, the calculated severity proxy is $9,800 under a low severity bucket, and no fraudulent activity is indicated (FraudFound_P: 0), classifying the claim record as legitimate (""correct"").",False
73,71,"Incident Overview & Initial Details On a Wednesday in the third week of January 1994, an urban accident involved a Honda sports vehicle (Policy Number 2). The driver was a 34-year-old single male policyholder with a driver rating of 4, carrying a ""Collision"" policy on a high-value vehicle priced at over $69,000 (estimated midpoint of $80,000). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was filed shortly after, on a Monday in the fourth week of January, managed by Representative 15 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 6-year-old vehicle with no repair supplements required. The policyholder has no prior history of claims (""none""). Key fraud risk metrics show an established policy tenure (>30 days), no recent address changes, a high-value vehicle flag (1), an evidence score of 1, and a suspicion score of 0. Despite a filing delay flag of 1, the calculated severity proxy is $56,000 under a high severity bucket, and the probability of fraud is evaluated at zero (FraudFound_P: 0), classifying this record as legitimate (""correct"").",False
74,72,"Incident Overview & Initial Details On a Tuesday in the first week of September 1994, an urban incident occurred involving a Mazda sedan (Policy Number 1279). The driver was a 30-year-old single female policyholder with a driver rating of 2, covered under a ""Collision"" policy on a vehicle valued between $20,000 and $29,000 (estimated midpoint of $24,500). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was reported on the same day, a Tuesday in the first week of September, processed by Representative 16 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 6-year-old vehicle requiring 3 to 5 repair supplements. While the policyholder has a record of 1 past claim, key fraud risk indicators demonstrate a low overall risk profile (FraudFound_P: 0). The policyholder maintains an established policy tenure (>30 days), shows no recent address changes, and carries an evidence score of 1 with a suspicion score of 0. The calculated severity proxy is $17,150 under a medium severity bucket. Ultimately, the claim record is classified as legitimate (""correct"").",False
75,73,"Incident Overview & Initial Details On a Monday in the second week of December 1995, an urban incident occurred involving a Honda sports vehicle (Policy Number 9585). The driver was a 35-year-old married male policyholder with a driver rating of 4, covered under a basic ""Liability"" policy on a high-value vehicle priced at over $69,000 (estimated midpoint of $80,000). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was reported later that week, on a Wednesday in the third week of December, managed by Representative 2 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 6-year-old vehicle requiring 1 to 2 repair supplements. The policyholder has a history of 2 to 4 past claims, an established policy tenure (>30 days), and no recent address changes. Key fraud risk indicators demonstrate a low overall risk profile (FraudFound_P: 0). The risk metrics show a high-value vehicle flag (1), a filing delay flag of 1, an evidence score of 1, and a suspicion score of 0, with no young driver flags. The calculated severity proxy is $32,000 under a high severity bucket. Consequently, the claim record is classified as legitimate (""correct"").",False
76,74,"Incident Overview & Initial Details On a Thursday in the third week of February 1994, a rural accident involved an Accura sports vehicle (Policy Number 248). The driver was a 42-year-old married male policyholder with a driver rating of 2, carrying a ""Liability"" policy for a vehicle valued between $30,000 and $39,000 (estimated midpoint of $34,500). The policyholder was found at fault in the incident. Neither a police report was filed nor were any witnesses present at the scene. The claim was reported the following day, on a Friday in the third week of February, managed by Representative 11 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 7-year-old vehicle requiring no additional repair supplements. While key risk metrics show an established policy tenure (>30 days), a history of 2 to 4 past claims, no recent address changes, and a suspicion score of 0, the claim suffers from a complete lack of official documentation or independent verification (no evidence flag: 1) along with a filing delay flag of 1. With a calculated severity proxy of $13,800 under a low severity bucket and a zero fraud probability flag (FraudFound_P: 0), the curation category designates this record for further investigation (""escalate"").",False
77,75,"Incident Overview & Initial Details On a Friday in the fourth week of November 1994, an urban incident occurred involving a Mazda sedan (Policy Number 1103). The driver was a 45-year-old single male policyholder with a driver rating of 3, holding a ""Collision"" policy on a vehicle priced between $20,000 and $29,000 (estimated midpoint of $24,500). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was reported the following week, on a Thursday in the fifth week of November, handled by Representative 2 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 6-year-old vehicle requiring 1 to 2 repair supplements. The policyholder has a past history of 2 to 4 claims, an established policy tenure (>30 days), and no recent address changes. Fraud risk metrics show a suspicion score of 0, a filing delay flag of 1, an evidence score of 1, and no young driver flags. The calculated severity proxy is $17,150 under a medium severity bucket. With no fraudulent intent detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
78,76,"Incident Overview & Initial Details On a Tuesday in the fifth week of November 1994, an urban incident occurred involving a Pontiac sedan (Policy Number 117). The driver was a 32-year-old married male policyholder with a driver rating of 2, covered under a ""Collision"" policy on a vehicle valued between $30,000 and $39,000 (estimated midpoint of $34,500). Fault was attributed to a Third Party. While a witness was present at the scene, no official police report was filed. The claim was submitted on the same day, a Tuesday in the fifth week of November, managed by Representative 12 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 7-year-old vehicle requiring more than 5 repair supplements. The policyholder has a record of 1 past claim, an established policy tenure (>30 days), and no recent address changes. Fraud risk metrics reveal a suspicion score of 0, a filing delay flag of 1, an evidence score of 1, and no young driver flags. The calculated severity proxy is $24,150 under a medium severity bucket. With no probability of fraud indicated (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
79,77,"Incident Overview & Initial Details On a Wednesday in the third week of September 1995, an urban incident involved a Ford sports vehicle (Policy Number 6570). The driver was a 40-year-old married male policyholder with a driver rating of 1, carrying a basic ""Liability"" policy on a vehicle priced between $30,000 and $39,000 (estimated midpoint of $34,500). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was reported on the same day, a Wednesday in the third week of September, processed by Representative 14 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 6-year-old vehicle requiring 3 to 5 repair supplements. The policyholder has a record of 1 past claim, an established policy tenure (>30 days), and no recent address changes. Fraud risk metrics demonstrate an evidence score of 1, a suspicion score of 0, a filing delay flag of 1, and no young driver flags. The calculated severity proxy is $13,800 under a low severity bucket. Ultimately, with a zero probability of fraud detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
80,78,"Incident Overview & Initial Details On a Saturday in the fifth week of April 1996, an urban accident involved a BMW sedan (Policy Number 11901). The driver was a 44-year-old married female policyholder with a driver rating of 2, holding an ""All Perils"" policy on a vehicle valued between $20,000 and $29,000 (estimated midpoint of $24,500). The policyholder was found at fault in the incident. Neither a police report was filed nor were any witnesses present at the scene. The claim was reported several weeks later, on a Tuesday in the second week of May, managed by Representative 15 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 5-year-old vehicle requiring 3 to 5 repair supplements. Despite a history of 2 to 4 past claims, an established policy tenure (>30 days), and no recent address changes, several indicators elevate the risk profile. These include a high-value policyholder flag (1), a filing delay flag of 1, and a complete lack of official documentation (no evidence flag: 1). Despite a suspicion score of 0 and a calculated severity proxy of $24,500 under a medium severity bucket, the baseline fraud model predicts fraud (FraudFound_P: 1), marking this claim record for further review (""escalate"").",False
81,79,"Incident Overview & Initial Details On a Saturday in the first week of September 1994, a rural accident occurred involving a Mazda sports vehicle (Policy Number 1569). The driver was a 47-year-old married male policyholder with a driver rating of 4, covered under a basic ""Liability"" policy for a vehicle priced between $20,000 and $29,000 (estimated midpoint of $24,500). The policyholder was found at fault in the incident. Both a police report was filed and a witness was present at the scene. The claim was reported two days later, on a Monday in the third week of September, processed by Representative 9 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 6-year-old vehicle requiring more than 5 repair supplements. The policyholder has a history of 2 to 4 past claims, an established policy tenure (>30 days), and no recent address changes. Fraud risk metrics indicate a low overall risk (FraudFound_P: 0), supported by an evidence score of 2, a suspicion score of 0, a filing delay flag of 1, and no young driver flags. The calculated severity proxy is $9,800 under a low severity bucket. Consequently, the claim record is classified as legitimate (""correct"").",False
82,80,"Incident Overview & Initial Details On a Thursday in the fifth week of March 1994, an urban incident occurred involving a Mazda sports vehicle (Policy Number 2749). The driver was a 46-year-old married female policyholder with a driver rating of 3, covered under a basic ""Liability"" policy on a vehicle priced between $20,000 and $29,000 (estimated midpoint of $24,500). Fault was attributed to a Third Party. Both a police report was filed and a witness was present at the scene. The claim was reported the following month, on a Monday in the first week of April, managed by Representative 5 via an internal agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 7-year-old vehicle requiring no additional repair supplements. The policyholder has a history of 2 to 4 past claims, an established policy tenure (>30 days), and no recent address changes. Key fraud risk metrics indicate a low overall risk (FraudFound_P: 0), supported by an evidence score of 2, a suspicion score of 0, a filing delay flag of 1, and no young driver flags. The calculated severity proxy is $9,800 under a low severity bucket. Consequently, the claim record is classified as legitimate (""correct"").",False
83,81,"Incident Overview & Initial Details On a Wednesday in the fourth week of February 1995, an urban accident involved a Saab sedan (Policy Number 10465). The driver was a 36-year-old married male policyholder with a driver rating of 4, carrying a ""Collision"" policy on a vehicle valued between $30,000 and $39,000 (estimated midpoint of $34,500). The policyholder was found at fault in the incident. While a witness was present at the scene, no official police report was filed. The claim was reported the following month, on a Friday in the first week of March, managed by Representative 11 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 7-year-old vehicle requiring 3 to 5 repair supplements. The policyholder has a record of 1 past claim, an established policy tenure (>30 days), and no recent address changes. Fraud risk metrics show a suspicion score of 0, a filing delay flag of 1, an evidence score of 1, and no young driver flags. The calculated severity proxy is $24,150 under a medium severity bucket. With no probability of fraud indicated (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
84,82,"Incident Overview & Initial Details On a Wednesday in the fourth week of September 1994, an urban incident occurred involving a Honda sedan (Policy Number 3769). The driver was a 52-year-old married male policyholder with a driver rating of 3, holding an ""All Perils"" policy on a vehicle valued at less than $20,000 (estimated midpoint of $15,000). Fault was attributed to a Third Party. An official police report was filed at the scene, though no witnesses were present. The claim was reported the following month, on a Thursday in the second week of October, handled by Representative 10 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 7-year-old vehicle requiring more than 5 repair supplements. The policyholder has a history of 2 to 4 past claims, an established policy tenure (>30 days), and no recent address changes. Fraud risk metrics reveal an evidence score of 1, a suspicion score of 0, a filing delay flag of 1, and no young driver flags. The calculated severity proxy is $15,000 under a low severity bucket. With no fraudulent intent detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
85,83,"Incident Overview & Initial Details On a Saturday in the fourth week of March 1995, an urban incident involved a Ford sedan (Policy Number 11048). The driver was a 44-year-old married male policyholder with a driver rating of 4, covered under a ""Collision"" policy on a vehicle valued between $40,000 and $59,000 (estimated midpoint of $49,500). Fault was attributed to a Third Party. Both a police report was filed and a witness was present at the scene. The claim was reported on the same day, a Saturday in the fourth week of March, processed by Representative 11 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for an older vehicle (>7 years) with no repair supplements required. The policyholder has a record of 1 past claim, an established policy tenure (>30 days), and no recent address changes. Key fraud risk indicators show an evidence score of 2, a suspicion score of 0, a filing delay flag of 1, and no young driver flags. The calculated severity proxy is $34,650 under a high severity bucket. With no fraud detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
86,84,"Incident Overview & Initial Details On a Monday in the third week of July 1994, an urban incident occurred involving an Accura sedan (Policy Number 3384). The driver was a 60-year-old married male policyholder with a driver rating of 4, carrying an ""All Perils"" policy on a vehicle valued between $20,000 and $29,000 (estimated midpoint of $24,500). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was reported the following day, on a Tuesday in the third week of July, managed by Representative 14 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for an older vehicle (>7 years) requiring 1 to 2 repair supplements. The policyholder has a record of 1 past claim, an established policy tenure (>30 days), and no recent address changes. Fraud risk metrics indicate an evidence score of 1, a suspicion score of 0, a filing delay flag of 1, and no young driver flags. The calculated severity proxy is $24,500 under a medium severity bucket. Ultimately, with a zero probability of fraud detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
87,85,"Incident Overview & Initial Details On a Saturday in the second week of November 1994, an urban accident involved a Mazda sedan (Policy Number 2563). The driver was a 44-year-old married female policyholder with a driver rating of 2, holding an ""All Perils"" policy for a vehicle priced at less than $20,000 (estimated midpoint of $15,000). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was reported the following week, on a Monday in the third week of November, handled by Representative 15 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 7-year-old vehicle with no repair supplements required, tied to a household with 2 vehicles. The policyholder has no prior history of claims (""none"") and an established policy tenure (>30 days), though an address change occurred 4 to 8 years prior. Fraud risk metrics reveal an evidence score of 1, a suspicion score of 0, a filing delay flag of 1, and no young driver flags. The calculated severity proxy is $15,000 under a low severity bucket. With no fraud detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
88,86,"Incident Overview & Initial Details On a Thursday in the third week of August 1995, an urban incident occurred involving a Dodge sedan (Policy Number 9410). The driver was a 24-year-old single male policyholder with a driver rating of 3, covered under a ""Collision"" policy on a vehicle valued between $30,000 and $39,000 (estimated midpoint of $34,500). Fault was attributed to a Third Party. An official police report was filed at the scene, though no witnesses were present. The claim was reported the following day, on a Friday in the third week of August, managed by Representative 9 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 5-year-old vehicle requiring more than 5 repair supplements. The policyholder has a history of 2 to 4 past claims, an established policy tenure (>30 days), and no recent address changes. Fraud risk metrics indicate an evidence score of 1, a suspicion score of 0, a filing delay flag of 1, and no young driver flags. The calculated severity proxy is $24,150 under a medium severity bucket. With zero fraud probability detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
89,87,"Incident Overview & Initial Details On a Wednesday in the second week of April 1995, an urban incident occurred involving an Accura sedan (Policy Number 7678). The driver was a 27-year-old single male policyholder with a driver rating of 4, covered under an ""All Perils"" policy on a vehicle priced between $30,000 and $39,000 (estimated midpoint of $34,500). Fault was attributed to a Third Party. An official police report was filed at the scene, though no witnesses were present. The claim was reported later that month, on a Friday in the fourth week of April, managed by Representative 11 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 6-year-old vehicle requiring 1 to 2 repair supplements. The policyholder has a history of 2 to 4 past claims, an established policy tenure (>30 days), and no recent address changes. Key risk indicators reveal an evidence score of 1, a suspicion score of 0, a filing delay flag of 1, and no young driver flags. The calculated severity proxy is $34,500 under a high severity bucket. With no fraud detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
90,88,"Incident Overview & Initial Details On a Monday in the third week of October 1994, a rural accident involved a Ford sedan (Policy Number 1430). The driver was a 47-year-old married male policyholder with a driver rating of 1, holding an ""All Perils"" policy on a vehicle valued between $40,000 and $59,000 (estimated midpoint of $49,500). Fault was attributed to a Third Party. While a witness was present at the scene, no official police report was filed. The claim was reported on the same day, a Tuesday in the third week of October, handled by Representative 14 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for an older vehicle (>7 years) requiring more than 5 repair supplements. The policyholder has no prior history of claims (""none""), an established policy tenure (>30 days), and no recent address changes. Fraud risk metrics indicate an evidence score of 1, a suspicion score of 0, a filing delay flag of 1, and no young driver flags. The calculated severity proxy is $49,500 under a high severity bucket. With zero fraud probability detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
91,89,"Incident Overview & Initial Details On a Saturday in the third week of February 1995, an urban incident occurred involving an Accura sedan (Policy Number 10184). The driver was a 61-year-old married male policyholder with a driver rating of 4, covered under an ""All Perils"" policy for a vehicle priced between $30,000 and $39,000 (estimated midpoint of $34,500). The policyholder was found at fault in the incident. Neither a police report was filed nor were any witnesses present at the scene. The claim was reported nearly two weeks later, on a Thursday in the fourth week of February, managed by Representative 8 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for an older vehicle (>7 years) requiring no additional repair supplements. Multiple high-risk factors are present, including a history of more than 4 past claims, a repeat offender flag of 1, a filing delay flag of 1, and a total absence of official documentation (no evidence flag: 1). These compounding risk factors drive an elevated suspicion score of 2. With a calculated severity proxy of $34,500 under a high severity bucket, the baseline fraud model identifies this claim as fraudulent (FraudFound_P: 1), categorizing it as ""fraud.""",False
92,90,"Incident Overview & Initial Details On a Thursday in the fourth week of November 1994, a rural incident involved an Accura utility vehicle (Policy Number 114). The driver was a 56-year-old married male policyholder with a driver rating of 2, carrying an ""All Perils"" policy on a high-value vehicle priced at over $69,000 (estimated midpoint of $80,000). The policyholder was found at fault in the incident. Neither a police report was filed nor were any witnesses present at the scene. The claim was reported several months later, on a Tuesday in the second week of January, handled by Representative 10 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for an older vehicle (>7 years) requiring no repair supplements. While the policyholder has no prior claims (""none""), an established policy tenure (>30 days), and no recent address changes, risk indicators reflect a high-value vehicle flag (1), a filing delay flag of 1, and a complete lack of verification (no evidence flag: 1). Despite a calculated severity proxy of $80,000 under a high severity bucket and a predicted fraud flag of 1 (FraudFound_P: 1), the overall suspicion score remains 1, leading the curation system to flag this record for further audit (""escalate"").",False
93,91,"Incident Overview & Initial Details On a Monday in the second week of July 1995, a rural accident occurred involving a Pontiac sedan (Policy Number 7451). The driver was a 47-year-old married male policyholder with a driver rating of 1, covered under a ""Collision"" policy on a vehicle valued between $20,000 and $29,000 (estimated midpoint of $24,500). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was reported on the same day, a Monday in the third week of July, managed by Representative 14 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for an older vehicle (>7 years) requiring 1 to 2 repair supplements. The policyholder has no prior history of claims (""none""), an established policy tenure (>30 days), and no recent address changes. Key fraud risk metrics demonstrate an evidence score of 1, a suspicion score of 0, a filing delay flag of 1, and no young driver flags. The calculated severity proxy is $17,150 under a medium severity bucket. With no probability of fraud detected (FraudFound_P: 0), the claim record is classified as legitimate (""correct"").",False
94,92,"Incident Overview & Initial Details On a Friday in the third week of June 1994, an urban incident involved an Accura utility vehicle (Policy Number 4551). The driver was a 51-year-old married male policyholder with a driver rating of 4, holding an ""All Perils"" policy on a high-value vehicle priced at over $69,000 (estimated midpoint of $80,000). The policyholder was found at fault in the incident. Neither a police report was filed nor were any witnesses present at the scene. The claim was submitted weeks later, on a Monday in the first week of July, processed by Representative 4 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 5-year-old vehicle with no repair supplements required. Several major red flags are associated with this claim: a quick claim flag (1) due to policy inception timing (15 to 30 days), a recent address change within 1 year (recent address change flag: 1), a high-value vehicle flag (1), and a total lack of documentation (no evidence flag: 1). These factors accumulate to an elevated suspicion score of 2. Coupled with a high severity proxy of $80,000, the claim is confirmed as fraudulent (FraudFound_P: 1), categorizing it under ""fraud.""",False
95,93,"Incident Overview & Initial Details On a Wednesday in the third week of November 1994, an urban accident involved a Pontiac sports vehicle (Policy Number 5075). The driver was a 39-year-old married male policyholder with a driver rating of 4, covered under a basic ""Liability"" policy on a vehicle valued between $30,000 and $39,000 (estimated midpoint of $34,500). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was reported later that week, on a Friday in the third week of November, handled by Representative 7 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 7-year-old vehicle requiring no repair supplements. The policyholder has a history of 1 past claim, an established policy tenure (>30 days), and no recent address changes. Fraud risk metrics indicate a low overall risk profile (FraudFound_P: 0), supported by an evidence score of 1, a suspicion score of 0, a filing delay flag of 1, and no young driver flags. The calculated severity proxy is $13,800 under a low severity bucket. Consequently, the claim record is classified as legitimate (""correct"").",False
